year,week,SAN JOSE,ALAJUELA,HEREDIA,SAN CARLOS,PUNTARENAS,DESAMPARADOS,CARTAGO,PEREZ ZELEDON,POCOCI,MONTES DE OCA,LIBERIA,GOICOECHEA,LIMON,SANTA CRUZ,GARABITO,SIQUIRRES,SAN RAMON,NICOYA,QUEPOS,CURRIDABAT,TURRIALBA,LA UNION,TIBAS,OSA,TALAMANCA,ESCAZU,SARAPIQUI,MATINA,CORREDORES,ALAJUELITA,GOLFITO,MORAVIA,UPALA,GRECIA,SANTA ANA,SAN RAFAEL,GUACIMO,VASQUEZ DE CORONADO,CARRILLO,SANTO DOMINGO,OROTINA,BUENOS AIRES,ASERRI,PARAISO,COTO BRUS,PARRITA,BARVA,ESPARZA,LOS CHILES,BELEN,EL GUARCO,SANTA BARBARA,OREAMUNO,PURISCAL,SAN PABLO,PALMARES,ATENAS,FLORES,NARANJO,CANAS,POAS,BAGACES,LA CRUZ,MORA,ABANGARES,TILARAN,SAN ISIDRO,GUATUSO,JIMENEZ,MONTES DE ORO,TARRAZU,ALVARADO,ACOSTA,LEON CORTES,SAN MATEO,VALVERDE VEGA,RIO CUARTO,NANDAYURE,HOJANCHA,TURRUBARES,ZARCERO,DOTA,MONTEVERDE
2017,36,216,49,47,31,42,39,38,27,29,40,14,26,16,11,19,23,27,17,19,14,12,12,8,10,16,14,7,10,19,7,14,8,13,9,8,8,9,12,8,14,16,8,5,7,5,10,7,9,3,4,1,5,2,12,5,6,2,9,3,8,3,5,6,3,2,4,2,1,0,0,0,1,0,0,0,0,2,0,1,1,1,1,0
2017,37,205,65,52,33,36,48,28,33,28,25,20,24,11,17,36,20,13,21,10,21,10,14,14,8,12,24,11,12,26,11,10,9,10,11,13,10,8,6,8,2,4,12,6,5,8,12,3,2,10,3,6,4,6,2,5,2,3,7,2,4,3,3,4,6,3,4,1,0,2,1,2,1,1,1,0,1,0,2,1,0,0,2,0
2017,38,217,55,43,30,26,34,25,34,47,32,19,33,33,19,13,21,15,11,13,14,16,16,15,15,14,12,16,9,19,17,9,10,7,5,2,12,3,6,4,8,14,6,4,3,8,8,5,2,6,2,0,7,2,3,1,1,5,7,5,6,4,2,2,3,3,2,6,2,0,0,1,2,1,2,2,1,0,0,1,2,0,0,0
2017,39,230,66,50,32,25,33,24,33,31,30,25,24,27,26,15,42,25,11,19,27,9,10,19,6,8,8,8,3,6,11,13,22,15,21,3,3,8,11,9,3,12,6,8,2,8,6,5,2,5,8,6,1,0,6,4,2,3,4,3,11,6,3,2,5,2,2,0,0,0,1,2,2,2,0,1,4,0,0,1,0,0,1,0
2017,40,223,64,37,31,38,37,21,26,22,44,27,23,20,16,8,19,9,9,9,14,19,18,11,14,10,16,10,13,13,20,8,12,3,14,9,8,3,10,7,13,9,5,9,4,5,5,6,1,11,7,5,1,1,5,5,3,3,12,3,8,4,5,4,3,8,3,0,1,0,1,1,2,1,1,1,1,1,1,0,0,0,0,0
2017,41,233,87,47,31,33,52,31,32,26,25,32,29,25,17,15,28,20,11,5,14,20,22,12,5,13,13,13,5,13,27,13,15,16,18,12,3,5,12,6,6,9,9,11,6,6,5,8,3,7,15,10,10,3,4,6,0,2,4,2,5,7,6,1,6,4,4,2,1,1,3,1,2,4,0,2,2,0,2,2,1,0,0,0
2017,42,176,85,49,27,19,45,24,27,19,29,23,27,26,15,19,13,18,9,21,21,14,21,21,6,9,14,13,13,20,14,14,9,14,8,7,4,2,8,8,5,6,5,14,5,6,8,9,9,5,11,3,5,1,4,2,5,6,3,3,7,7,3,3,1,2,2,1,0,1,0,1,1,1,2,0,3,3,1,1,0,1,0,0
2017,43,204,70,52,27,28,52,33,35,17,43,24,31,30,12,15,20,21,17,11,24,14,24,6,9,14,18,16,15,20,8,6,6,7,15,12,7,6,4,5,4,2,16,4,2,3,18,11,5,6,17,2,14,4,4,2,2,6,2,4,11,2,5,9,3,4,7,0,1,3,1,1,4,2,0,2,2,0,1,0,0,0,0,0
2017,44,213,85,67,43,44,39,31,37,18,50,26,33,23,30,10,13,18,16,13,21,20,21,11,8,13,41,13,9,11,11,12,15,13,16,11,12,7,10,10,9,19,9,10,11,6,4,12,6,9,10,4,7,6,5,8,3,4,6,6,11,0,5,5,5,3,7,4,1,4,1,1,1,0,0,0,3,1,2,0,0,2,1,0
2017,45,228,75,47,46,38,31,32,23,31,37,20,38,30,23,16,22,14,16,11,28,14,25,9,7,14,17,11,12,14,13,9,12,10,13,22,9,12,7,6,3,5,17,7,2,4,8,9,5,7,16,7,7,12,2,6,3,4,2,4,11,1,2,3,4,2,0,3,0,3,0,1,3,0,0,0,1,0,0,4,0,1,1,0
2017,46,204,86,73,41,33,43,36,30,22,40,21,25,15,18,22,12,22,12,13,14,16,23,17,12,13,20,12,16,13,17,8,14,14,9,7,8,12,11,13,10,6,15,4,10,3,6,11,4,8,5,6,4,6,3,9,4,2,3,3,6,6,1,3,7,1,3,2,3,2,5,2,1,2,2,0,1,1,1,0,0,3,0,0
2017,47,226,67,49,27,33,35,30,26,17,38,25,32,27,19,14,27,16,13,30,23,19,15,20,9,12,10,17,7,20,23,8,12,11,7,5,11,6,5,3,15,13,14,11,12,8,7,14,4,9,7,3,9,7,6,13,3,7,3,3,4,6,2,5,1,2,3,2,4,1,0,3,2,0,1,1,0,0,1,1,1,1,2,0
2017,48,212,84,62,30,27,38,30,34,25,40,21,28,20,11,20,19,18,16,12,16,13,23,6,14,16,18,16,15,15,8,15,13,8,6,9,7,7,11,8,8,5,14,5,5,5,4,8,6,2,5,14,15,5,2,5,8,8,10,5,9,3,5,1,4,4,4,0,5,1,3,3,2,3,1,0,3,1,0,0,0,0,0,0
2017,49,184,89,47,22,45,37,31,52,21,31,15,24,30,16,21,17,21,17,8,24,9,24,29,11,10,14,26,13,18,7,11,10,4,6,10,8,9,5,4,8,9,9,8,4,7,6,6,7,10,3,5,3,5,4,5,5,8,7,5,7,3,3,5,7,3,3,3,1,0,2,0,2,3,1,0,0,3,0,3,1,0,1,0
2017,50,239,79,54,51,22,33,35,32,28,25,19,20,12,16,28,16,17,14,13,19,9,24,42,11,10,18,13,11,11,7,9,4,10,6,14,7,9,7,10,6,12,6,5,6,8,10,8,2,7,7,11,4,0,2,2,2,4,5,6,6,3,3,9,6,3,2,5,1,1,6,0,1,2,3,3,6,1,1,5,1,0,1,0
2017,51,200,91,36,35,45,32,26,52,25,33,20,24,39,19,28,13,17,12,16,27,7,21,13,11,16,17,16,17,14,11,14,11,8,6,8,8,5,3,4,8,3,7,12,2,9,5,12,8,9,17,6,7,7,4,3,3,3,4,5,10,5,3,5,0,2,1,3,3,5,1,1,4,2,1,1,1,3,2,0,1,0,2,0
2017,52,211,79,43,49,36,30,30,38,34,22,28,29,25,40,34,12,18,18,23,12,8,21,8,11,16,11,11,19,15,4,8,14,8,17,8,10,8,5,6,8,10,13,8,10,8,13,4,9,9,9,12,8,4,4,7,3,4,2,4,6,6,7,8,4,1,2,5,1,2,3,3,2,1,0,1,1,1,0,0,1,0,0,0
2018,1,204,91,44,34,35,35,27,25,23,23,29,26,21,45,19,15,16,23,27,17,17,14,12,12,9,8,7,15,26,9,17,12,13,8,19,10,9,16,12,8,4,18,3,10,5,8,7,4,4,5,5,9,7,4,9,3,7,3,3,12,5,5,3,2,0,1,1,2,4,0,1,0,3,1,1,2,0,1,1,1,0,0,0
2018,2,191,91,27,29,26,21,27,20,16,21,28,24,24,24,27,20,16,10,16,19,8,14,18,7,10,11,13,6,7,15,4,16,14,11,7,5,7,5,8,5,7,8,8,9,6,5,7,4,2,8,5,8,4,7,1,13,6,2,2,8,1,2,2,2,5,2,2,2,2,3,1,0,2,6,3,4,0,2,0,0,1,0,0
2018,3,214,60,52,31,34,34,28,28,31,25,25,16,20,46,35,27,14,19,12,15,12,14,8,12,8,10,9,6,14,9,7,7,9,9,6,8,8,6,6,3,10,7,12,5,8,7,8,2,2,3,4,14,2,6,1,13,5,3,4,4,0,2,1,5,3,5,7,2,3,11,2,1,1,0,0,2,2,1,1,0,2,1,0
2018,4,204,102,40,45,29,37,30,24,20,28,29,23,19,16,22,23,22,34,20,11,18,17,14,13,5,16,29,9,14,16,13,11,9,12,12,8,3,14,4,7,10,10,3,9,6,10,6,0,2,4,8,6,8,10,6,2,4,0,3,4,2,2,4,3,3,4,1,3,3,3,0,4,2,4,2,0,0,1,1,0,2,4,0
2018,5,203,77,53,46,37,27,22,26,20,34,18,28,23,18,26,27,20,29,12,24,15,21,30,14,7,8,12,12,17,12,8,8,10,8,7,9,16,5,9,9,3,13,9,6,5,5,13,6,1,3,9,6,14,6,5,3,2,0,3,17,5,3,4,2,2,2,0,3,3,2,2,2,2,0,2,2,2,1,0,0,0,1,0
2018,6,258,78,40,34,27,49,35,34,33,35,27,19,20,19,25,20,22,17,22,14,18,11,21,21,6,7,15,13,8,13,8,13,12,10,22,8,8,18,1,11,6,7,13,3,9,8,11,5,1,6,3,1,5,10,5,4,0,1,3,6,6,6,2,3,4,1,3,4,3,2,1,2,2,1,1,2,2,2,1,0,3,0,0
2018,7,213,82,61,44,47,43,29,23,28,31,25,25,23,20,29,23,13,26,16,18,16,28,19,18,13,16,13,14,11,16,12,17,8,8,13,7,7,18,7,7,5,7,8,6,14,5,10,5,4,4,4,5,7,2,4,4,2,6,2,8,8,6,1,7,4,4,1,1,3,1,1,1,4,0,2,1,2,1,2,0,4,0,0
2018,8,204,96,52,34,38,34,38,28,30,30,36,30,35,12,18,27,28,14,12,20,33,16,25,26,7,22,24,6,7,7,13,11,7,7,9,8,9,15,5,9,5,11,4,4,11,6,6,6,9,3,7,3,3,7,1,7,7,7,1,4,9,3,5,0,3,3,8,3,2,1,2,1,3,1,2,3,5,0,1,2,2,0,0
2018,9,189,72,40,39,33,26,36,35,29,19,33,20,27,29,24,21,9,10,26,12,17,15,17,15,8,17,25,15,11,10,9,13,8,14,9,12,6,7,6,5,8,2,10,5,10,6,20,3,4,7,2,6,6,9,5,1,12,5,0,10,1,1,3,3,3,4,6,3,1,2,1,3,1,0,0,1,0,0,0,2,0,0,0
2018,10,194,96,32,38,33,37,27,32,45,29,29,28,23,19,27,10,23,13,34,17,11,25,23,13,7,18,23,20,10,16,10,11,8,6,8,10,10,11,8,15,4,10,6,3,2,10,7,3,4,10,6,5,7,6,6,3,9,6,3,8,4,1,2,6,3,4,2,2,2,1,1,3,1,1,1,2,3,1,0,0,0,0,0
2018,11,215,57,60,25,35,33,44,36,34,38,33,21,26,29,27,20,24,20,24,25,18,15,21,9,12,10,22,20,5,11,10,20,15,8,18,7,8,10,6,11,7,14,16,5,5,5,5,7,6,8,6,2,5,6,5,6,4,5,6,14,3,4,3,4,4,3,3,5,3,3,0,0,0,0,2,3,6,2,1,0,3,0,0
2018,12,211,65,45,32,23,31,32,22,20,35,27,25,26,19,25,19,21,22,21,24,6,19,18,11,15,33,17,16,6,13,8,11,18,19,6,4,4,13,2,13,8,12,14,7,10,3,13,5,2,4,4,6,8,9,2,2,6,3,4,12,4,1,2,5,1,4,0,3,3,4,0,0,2,2,0,1,1,3,0,1,0,1,0
2018,13,174,71,29,26,29,28,21,24,24,37,22,21,12,24,32,27,22,11,24,15,13,23,10,9,15,8,11,15,12,12,13,17,7,5,18,8,4,7,3,4,6,8,8,4,4,4,7,4,3,5,3,3,3,10,3,1,4,6,2,4,3,2,3,1,2,7,3,1,1,1,0,1,0,1,5,1,1,0,0,1,0,1,0
2018,14,215,71,46,34,43,27,41,21,32,61,20,21,15,20,27,25,10,21,22,27,10,21,19,13,8,18,20,16,6,12,19,15,9,4,13,11,9,8,12,12,4,8,9,11,3,7,7,3,5,7,8,4,6,11,6,0,7,0,3,8,4,2,3,2,3,3,3,3,0,1,0,1,0,1,3,1,1,4,1,0,0,1,0
2018,15,210,82,31,29,29,35,24,35,27,34,17,21,17,25,22,15,16,25,7,18,16,19,23,7,20,10,16,12,8,14,10,13,14,9,17,4,2,9,9,10,6,12,10,22,9,3,5,4,5,24,6,3,5,9,1,3,12,6,2,6,4,3,5,4,2,2,2,0,0,0,1,2,3,0,2,3,1,0,0,2,2,0,0
2018,16,208,99,38,30,48,38,38,21,18,21,27,15,17,17,14,23,17,11,11,16,13,17,13,14,14,18,13,10,8,11,16,8,3,7,9,3,17,11,11,9,11,8,4,8,3,9,6,3,2,6,8,1,6,3,4,4,6,4,3,8,9,2,2,3,3,1,4,1,4,2,1,0,4,0,3,2,2,0,1,0,0,2,0
2018,17,232,73,32,42,51,44,38,27,25,57,24,19,30,16,21,22,7,10,16,16,14,21,11,18,10,19,19,9,9,6,13,15,6,17,14,6,7,9,14,10,8,5,8,11,5,4,12,3,8,4,3,3,2,5,4,3,9,1,3,6,6,6,1,4,4,8,2,2,1,2,1,1,0,0,3,0,0,0,1,0,1,0,0
2018,18,214,87,44,39,40,45,30,32,23,32,22,24,15,15,22,6,22,27,17,32,12,24,20,15,17,13,14,10,7,5,7,15,9,4,15,8,5,3,13,4,2,11,7,7,8,11,5,6,3,8,9,5,3,6,5,1,8,6,3,4,10,3,2,1,0,4,5,0,0,4,4,0,1,0,5,1,0,0,1,2,1,0,0
2018,19,167,85,47,30,30,25,50,27,30,35,7,25,22,16,18,20,11,14,18,15,8,23,23,15,6,15,10,16,13,11,12,18,15,9,6,13,9,10,8,7,5,6,15,10,7,11,14,1,8,2,4,7,10,5,6,6,6,6,0,6,5,5,3,3,2,3,1,1,2,2,3,0,0,2,2,2,1,0,2,0,0,0,0
2018,20,187,73,46,35,26,37,51,16,32,21,18,24,26,17,16,16,18,17,13,28,15,12,16,18,10,16,13,11,14,9,14,17,10,5,10,4,2,10,12,12,7,5,7,11,1,4,7,2,10,11,4,6,2,4,6,1,4,2,3,7,9,4,2,2,9,0,7,0,2,1,2,0,0,1,3,2,0,1,1,0,3,0,0
2018,21,214,100,42,40,32,28,28,31,20,42,18,31,29,18,23,18,20,16,19,14,11,19,15,16,12,19,20,8,12,11,13,11,15,6,6,12,4,8,6,5,9,9,5,6,9,4,9,7,6,6,2,3,3,10,3,3,2,3,3,6,5,4,4,1,5,2,2,0,1,0,5,0,0,4,7,2,1,1,2,1,0,0,0
2018,22,215,55,48,36,34,36,30,30,33,36,23,39,25,15,19,15,15,18,18,20,14,27,27,9,17,11,7,9,12,10,9,20,10,13,9,8,7,14,9,9,3,11,3,6,5,1,6,8,9,7,3,5,3,2,10,2,5,5,1,3,5,7,3,5,5,4,3,3,0,0,1,1,1,1,3,1,2,1,0,2,2,0,0
2018,23,206,67,44,33,31,22,41,31,49,39,17,33,31,29,13,10,20,24,11,23,10,19,11,11,12,13,14,8,12,16,5,13,14,15,13,11,4,16,11,8,6,9,6,8,7,4,5,7,5,19,1,4,7,10,4,4,5,6,8,8,9,4,3,1,2,4,3,2,5,3,1,2,1,0,3,2,2,0,2,1,1,0,0
2018,24,253,79,55,36,24,34,28,21,26,36,32,30,23,16,24,18,17,18,14,15,16,18,14,9,14,21,10,4,12,8,7,12,14,11,6,15,8,8,5,15,10,8,9,5,9,6,10,7,3,10,6,0,6,6,9,2,1,2,1,7,15,7,2,4,2,3,0,2,2,1,2,1,1,2,1,0,3,3,1,1,0,0,0
2018,25,207,65,48,31,22,30,31,42,29,38,22,24,13,28,24,14,23,12,26,13,12,27,13,12,11,20,12,8,7,11,10,13,11,12,20,7,6,12,7,4,7,3,14,2,12,13,8,5,4,7,9,5,4,2,7,3,4,3,5,2,7,2,2,2,6,2,5,2,2,2,2,1,0,2,1,0,4,0,1,0,0,0,0
2018,26,245,79,52,32,21,41,38,40,30,33,20,32,21,22,24,19,13,17,13,18,7,14,13,15,9,21,14,10,10,10,6,18,11,6,7,13,11,5,9,5,6,6,3,9,2,12,4,2,6,10,7,4,11,3,8,8,7,4,5,14,3,2,2,2,3,2,4,2,0,1,1,0,0,1,1,0,0,0,2,0,0,1,0
2018,27,216,106,46,47,30,46,26,43,25,35,31,25,13,20,30,19,25,11,17,10,8,14,17,8,17,15,16,9,12,10,7,6,8,15,7,11,11,14,7,13,11,6,8,3,5,3,10,6,5,2,5,5,4,10,7,4,7,4,9,5,3,5,5,9,4,2,4,5,1,0,1,1,1,1,1,3,1,1,2,2,3,0,0
2018,28,220,57,52,43,33,38,31,30,23,23,35,23,20,19,26,16,19,18,20,18,15,12,18,17,17,8,15,8,8,11,4,14,10,8,13,7,12,11,12,11,10,11,8,5,9,7,10,7,1,4,3,5,5,7,2,6,5,3,4,8,8,1,5,0,2,3,12,1,1,0,0,1,1,2,3,0,2,0,0,0,0,0,0
2018,29,204,83,52,40,30,25,38,24,31,39,25,32,11,18,18,20,20,15,19,11,9,25,12,12,8,8,8,10,11,12,18,13,17,8,9,20,6,15,17,12,18,7,7,15,12,4,8,4,6,3,5,4,2,3,5,6,2,7,4,13,4,3,2,4,6,4,10,3,3,2,0,1,1,2,1,0,3,1,1,1,0,0,0
2018,30,236,74,43,47,50,35,21,28,23,30,24,26,12,21,15,16,23,26,17,18,7,10,19,16,14,7,9,17,11,18,9,18,7,7,11,13,8,16,13,11,4,10,5,6,9,4,6,6,5,5,5,4,2,4,6,1,4,4,3,12,2,3,3,3,5,2,12,2,0,2,0,0,3,1,4,0,3,0,1,1,0,0,0
2018,31,225,63,48,43,29,39,38,38,37,27,23,24,21,26,28,24,29,20,20,10,11,18,20,14,13,7,9,12,18,20,9,16,12,8,11,9,1,15,9,11,5,8,5,11,5,6,8,7,6,11,6,4,2,1,2,6,1,2,4,7,8,2,6,4,5,1,7,4,1,0,2,1,4,1,0,1,1,0,1,0,2,1,0
2018,32,214,78,53,38,28,37,36,21,31,19,27,19,23,14,14,19,26,13,10,13,8,21,26,10,12,7,21,8,10,21,5,10,15,20,9,15,7,13,8,7,5,7,2,5,5,5,8,7,4,3,4,5,7,4,10,3,4,8,7,16,7,3,2,1,6,0,6,2,2,3,0,0,0,1,0,1,4,0,1,0,0,1,0
2018,33,232,74,35,37,47,31,31,30,28,26,22,19,18,15,23,17,15,14,16,15,14,13,23,13,21,9,12,8,15,18,11,10,11,14,4,10,8,7,11,13,3,8,16,9,5,5,7,8,12,6,4,5,3,6,4,7,4,2,0,7,9,4,5,3,2,3,7,7,1,3,1,3,0,0,1,1,0,2,1,0,0,0,0
2018,34,237,83,56,30,38,34,37,21,42,24,22,30,31,17,13,18,19,19,17,21,12,20,18,14,17,9,19,11,14,16,7,21,12,28,7,21,6,26,9,7,9,9,7,11,11,10,11,14,8,7,7,6,6,10,1,6,1,1,4,9,3,5,4,1,4,1,4,2,1,0,0,0,0,1,0,1,2,1,1,0,1,1,0
2018,35,241,52,36,36,45,31,32,26,38,26,30,18,23,22,22,11,20,17,13,16,11,16,19,13,19,8,18,18,12,5,8,30,12,11,11,17,11,12,13,11,9,17,4,9,7,4,11,8,7,8,11,3,7,6,6,2,2,7,4,12,6,1,3,1,3,1,8,1,2,3,0,0,1,0,1,3,1,0,0,0,1,0,0
2018,36,207,56,33,35,17,47,31,18,29,25,26,22,20,11,20,26,10,18,17,15,12,22,23,12,14,15,14,12,14,14,9,14,8,8,11,8,7,9,8,9,5,8,7,18,6,7,8,5,8,6,4,9,2,6,3,5,4,5,7,7,4,3,3,0,2,4,4,1,2,1,0,0,0,1,1,1,1,2,0,3,1,0,0
2018,37,257,50,45,18,41,26,40,30,31,38,20,30,22,20,14,26,15,21,14,11,23,8,21,9,12,7,13,15,21,15,4,19,11,12,5,19,3,7,10,15,6,7,7,7,12,10,7,7,4,9,3,6,6,7,3,4,2,1,4,10,8,2,3,5,2,4,14,0,1,4,2,1,1,1,0,3,1,1,1,3,1,0,0
2018,38,243,80,39,31,41,34,29,26,42,36,25,45,30,22,21,20,16,15,14,25,16,15,21,16,13,13,15,7,12,11,9,19,4,10,13,12,7,16,5,12,9,9,5,9,9,6,12,7,7,5,9,6,3,8,6,7,1,8,6,6,1,4,1,1,2,2,2,3,1,1,1,3,1,1,0,7,0,0,0,1,2,0,0
2018,39,231,78,48,41,40,30,23,32,26,43,19,29,29,25,16,15,17,10,12,14,14,16,21,24,8,12,21,15,11,10,10,10,8,9,6,7,4,19,6,6,15,12,16,4,7,12,8,8,12,7,6,3,6,6,7,7,4,3,2,6,7,3,7,2,2,2,2,5,2,0,0,1,2,0,2,5,3,1,1,2,0,0,0
2018,40,181,68,31,34,29,47,34,41,29,41,20,28,22,16,22,15,16,12,11,19,21,12,21,9,10,12,15,10,13,16,13,15,6,10,16,10,8,8,4,10,8,8,6,11,7,9,3,5,5,6,2,3,7,10,1,4,8,8,5,8,2,3,5,2,3,4,3,3,2,2,2,2,4,0,1,0,1,0,0,2,0,0,0
2018,41,199,67,47,29,30,24,44,29,19,35,28,17,30,18,14,30,15,7,9,9,24,17,11,9,22,17,18,12,8,8,11,10,13,15,6,9,16,6,9,10,15,10,6,6,8,3,8,3,9,9,4,6,5,4,3,1,4,4,5,11,3,3,3,2,4,0,5,3,1,2,0,0,2,2,2,5,2,0,0,3,0,2,0
2018,42,200,60,67,32,30,35,24,24,23,34,13,23,30,15,15,21,11,14,12,11,10,17,15,9,21,9,10,10,13,12,5,23,14,10,8,24,10,12,5,9,2,12,4,4,6,5,6,7,8,5,7,3,3,4,3,2,7,1,2,12,4,6,3,12,3,2,6,3,1,3,1,0,2,0,1,4,2,0,1,0,0,0,0
2018,43,241,69,55,27,36,47,26,33,38,51,18,21,33,21,19,20,22,12,12,15,20,23,19,7,30,8,4,24,8,8,11,14,7,9,12,10,13,13,8,4,3,7,7,11,9,3,5,2,6,11,6,4,4,3,2,3,5,9,4,9,5,5,0,5,2,3,5,1,3,0,3,1,1,1,2,1,2,1,1,0,0,1,0
2018,44,254,60,56,36,36,34,37,32,38,29,24,28,24,32,19,19,19,10,10,25,8,22,12,14,24,13,23,7,13,12,13,8,4,5,7,6,11,12,10,12,6,3,6,11,6,7,8,8,3,6,12,2,10,5,3,4,3,2,7,8,1,4,0,4,2,1,0,2,2,1,1,0,4,1,0,4,1,3,0,1,1,1,0
2018,45,224,71,38,28,30,30,35,26,31,34,18,27,27,15,16,21,18,5,12,16,26,27,16,21,28,17,18,6,7,14,17,6,6,13,5,16,13,17,4,10,3,11,11,6,5,3,6,7,7,5,5,5,10,7,3,1,10,9,8,7,1,3,1,2,2,2,1,3,3,4,5,3,3,0,0,1,1,0,1,1,1,1,0
2018,46,230,41,27,45,47,48,38,27,29,30,26,22,22,21,19,6,24,10,22,18,17,14,21,22,14,16,15,10,8,21,12,8,5,10,10,5,9,13,5,9,3,6,2,17,5,7,8,4,4,12,4,9,12,1,5,2,8,7,4,8,5,7,3,6,6,0,4,3,3,1,2,2,1,0,3,0,0,2,0,1,0,0,0
2018,47,219,65,50,23,28,34,38,28,21,21,20,30,29,22,37,15,12,9,22,23,25,16,11,13,11,18,16,21,19,13,9,11,9,6,18,8,6,9,10,5,4,4,12,8,6,6,5,5,12,9,4,2,2,5,3,5,9,3,3,4,9,3,2,0,2,6,3,3,2,0,4,3,2,2,1,6,1,1,3,2,1,1,0
2018,48,238,58,51,38,38,35,23,36,48,31,14,23,35,14,22,15,17,11,11,15,24,15,13,9,15,14,7,9,13,22,13,8,5,13,10,13,9,10,6,6,6,5,11,11,8,4,4,4,6,9,7,1,5,3,6,3,5,3,2,6,6,4,2,4,5,3,2,3,1,0,2,2,0,0,0,8,1,2,4,1,1,0,0
2018,49,189,42,45,28,25,32,21,21,26,34,20,22,9,13,25,4,11,11,14,17,8,22,15,15,14,14,10,1,13,14,20,14,7,14,15,9,11,9,5,5,8,9,5,5,7,7,4,3,2,1,5,1,8,9,1,3,6,2,8,15,2,4,3,3,6,3,0,0,1,1,1,1,1,1,2,3,1,2,0,0,0,1,0
2018,50,220,54,46,33,30,31,41,27,24,33,15,23,20,19,21,3,19,8,26,27,14,4,22,16,6,19,21,3,19,18,17,10,5,18,8,16,7,4,7,18,6,11,5,8,7,6,6,7,2,3,10,4,6,0,10,1,5,5,6,7,4,2,5,4,2,5,1,1,1,2,4,1,1,0,2,3,1,2,2,1,0,0,0
2018,51,181,56,40,22,30,39,16,25,26,19,16,43,36,5,10,16,14,16,20,11,12,18,10,8,8,6,12,15,12,10,12,11,13,11,9,3,11,6,9,3,6,8,12,3,6,3,5,4,14,8,11,6,5,4,3,3,4,4,4,7,8,3,0,3,4,3,1,2,1,1,2,0,2,2,0,1,3,2,1,0,0,0,0
2018,52,189,65,48,30,37,33,26,21,53,28,20,22,31,25,29,13,19,11,24,19,16,25,19,22,6,7,14,19,13,11,13,5,9,8,10,14,6,6,9,5,5,8,6,3,3,9,0,3,4,5,5,7,2,3,3,6,3,1,4,2,3,2,1,4,1,6,4,0,2,0,1,3,1,0,1,3,2,1,0,1,4,7,0
2019,1,217,81,46,40,60,49,27,32,31,23,19,18,29,58,34,22,17,20,22,16,15,14,13,26,6,12,14,21,9,15,13,14,10,10,3,18,6,23,12,7,6,6,4,5,7,9,9,7,6,5,8,8,2,7,3,2,5,3,5,8,4,2,5,2,2,2,2,1,4,3,2,3,1,2,1,1,4,2,0,0,1,0,0
2019,2,200,64,43,34,32,40,30,24,27,22,13,17,19,35,18,15,15,18,10,18,13,18,16,20,17,11,17,11,15,5,11,12,4,10,3,7,6,4,8,3,12,4,4,7,5,10,11,2,1,0,7,4,1,6,2,13,5,1,4,8,1,2,4,2,1,3,3,1,0,0,0,0,1,0,1,8,0,3,2,3,0,1,0
2019,3,170,56,39,37,29,26,49,15,32,35,24,24,23,38,24,20,12,12,17,15,18,11,13,13,21,12,6,18,12,17,10,6,8,7,11,14,10,4,6,6,3,6,6,9,5,8,2,6,4,4,8,4,8,4,1,8,8,6,0,13,2,2,1,4,3,3,4,1,2,3,0,0,3,3,2,4,0,0,0,3,1,1,0
