year,week,SAN JOSE,ALAJUELA,HEREDIA,SAN CARLOS,PUNTARENAS,DESAMPARADOS,CARTAGO,PEREZ ZELEDON,POCOCI,MONTES DE OCA,LIBERIA,GOICOECHEA,LIMON,SANTA CRUZ,GARABITO,SIQUIRRES,SAN RAMON,NICOYA,QUEPOS,CURRIDABAT,TURRIALBA,LA UNION,TIBAS,OSA,TALAMANCA,ESCAZU,SARAPIQUI,MATINA,CORREDORES,ALAJUELITA,GOLFITO,MORAVIA,UPALA,GRECIA,SANTA ANA,SAN RAFAEL,GUACIMO,VASQUEZ DE CORONADO,CARRILLO,SANTO DOMINGO,OROTINA,BUENOS AIRES,ASERRI,PARAISO,COTO BRUS,PARRITA,BARVA,ESPARZA,LOS CHILES,BELEN,EL GUARCO,SANTA BARBARA,OREAMUNO,PURISCAL,SAN PABLO,PALMARES,ATENAS,FLORES,NARANJO,CANAS,POAS,BAGACES,LA CRUZ,MORA,ABANGARES,TILARAN,SAN ISIDRO,GUATUSO,JIMENEZ,MONTES DE ORO,TARRAZU,ALVARADO,ACOSTA,LEON CORTES,SAN MATEO,VALVERDE VEGA,RIO CUARTO,NANDAYURE,HOJANCHA,TURRUBARES,ZARCERO,DOTA,MONTEVERDE
2019,4,174,56,38,25,29,38,34,25,24,37,20,28,24,14,19,17,16,12,22,28,12,15,11,18,8,18,9,8,15,17,7,12,8,4,10,4,8,16,7,4,9,8,14,5,5,9,3,3,13,4,4,9,4,9,2,5,4,2,3,11,2,5,3,2,3,1,3,0,2,0,2,2,1,6,1,3,0,1,0,0,3,2,0
2019,5,155,55,49,40,30,34,38,33,27,39,23,22,35,12,20,20,14,11,16,13,14,11,11,27,10,7,19,9,10,10,5,5,10,15,8,6,9,4,5,6,7,11,8,12,8,12,2,15,6,4,6,7,10,5,4,4,7,4,2,6,1,2,5,5,3,2,4,2,2,3,0,2,0,0,2,4,1,0,0,0,1,4,0
2019,6,190,71,39,41,31,34,30,23,23,42,17,43,12,17,22,13,11,11,5,16,18,17,10,16,19,17,10,14,22,9,8,12,8,11,16,8,5,9,13,6,4,5,5,10,7,8,11,7,7,4,3,6,1,2,7,2,4,5,2,7,2,5,3,13,7,5,3,2,4,3,0,2,3,0,2,3,1,0,0,1,0,2,0
2019,7,219,51,43,34,30,57,21,24,25,32,24,27,13,12,23,21,20,16,20,23,14,6,12,14,26,6,10,26,19,18,8,15,9,6,9,13,10,7,12,8,7,5,10,10,10,4,6,4,10,5,5,6,9,1,6,3,4,2,6,15,4,4,3,2,7,2,8,2,4,2,2,2,2,1,1,4,4,0,1,1,0,0,0
2019,8,234,54,41,41,32,37,35,20,25,50,24,23,29,15,16,10,16,12,16,8,18,12,14,16,17,10,15,19,10,13,2,12,3,6,10,9,10,4,5,7,5,5,3,11,4,11,8,4,12,7,4,1,8,7,5,4,10,4,5,3,4,3,2,3,3,1,2,2,1,0,2,0,0,0,0,1,1,2,0,0,3,1,0
2019,9,220,60,36,33,32,39,30,21,34,31,30,32,16,25,31,18,21,5,7,13,21,12,13,28,10,8,10,20,16,4,6,15,4,7,9,7,6,6,12,3,5,10,7,12,7,9,5,6,11,22,4,2,4,7,9,5,0,6,0,5,4,3,2,2,4,5,0,3,1,2,2,2,2,2,1,1,1,2,0,2,2,1,0
2019,10,227,72,30,27,30,33,49,19,32,39,25,35,21,16,18,25,17,13,14,20,27,15,15,14,14,14,14,13,12,6,7,9,10,13,7,15,9,16,6,2,6,11,6,12,5,2,2,4,10,4,7,2,6,6,2,3,1,4,3,7,4,3,4,2,1,3,2,0,1,0,1,0,1,2,1,2,3,3,0,4,0,1,0
2019,11,223,63,48,28,36,32,50,24,30,49,21,42,33,21,21,27,25,12,24,17,16,15,10,14,11,22,14,16,8,9,16,9,16,8,9,17,15,10,9,5,6,11,5,14,13,7,8,3,4,2,6,6,3,8,5,3,5,5,1,20,3,4,4,1,1,1,2,0,2,1,4,1,1,2,1,1,0,1,0,0,0,1,0
2019,12,181,45,36,30,40,37,46,23,26,35,19,43,31,19,12,24,18,20,24,20,9,10,16,13,7,10,12,12,11,15,11,11,11,11,11,14,4,12,12,7,10,10,5,14,15,1,4,6,3,3,6,2,6,6,5,7,3,2,1,11,1,3,4,10,4,5,3,3,3,4,0,1,0,2,2,2,2,2,1,1,0,0,0
2019,13,246,70,39,38,31,23,50,19,36,49,27,34,25,13,23,31,16,20,25,9,16,14,6,15,7,9,11,16,11,11,16,13,11,7,6,9,11,8,7,6,17,5,7,9,6,2,4,8,7,2,9,7,8,2,6,7,2,0,5,9,2,4,4,7,4,3,2,3,1,6,0,1,1,2,8,3,3,2,0,0,0,0,0
2019,14,224,60,41,22,40,20,44,21,41,41,20,23,24,14,29,30,17,16,25,13,9,9,12,10,6,14,17,11,6,10,9,12,13,8,7,10,6,13,3,8,11,5,10,4,17,9,5,5,10,8,9,6,5,4,10,3,1,2,3,6,5,4,4,9,2,4,6,4,2,1,2,0,2,0,3,3,2,1,3,4,3,0,0
2019,15,223,67,41,40,24,38,23,16,37,41,27,26,25,17,14,24,15,17,14,13,9,12,8,17,29,11,17,10,8,12,13,6,13,9,9,6,8,5,6,7,6,7,5,4,5,3,11,6,5,4,9,1,5,5,5,5,5,3,5,10,1,1,1,5,1,2,4,7,4,1,2,1,0,0,0,2,0,0,0,1,1,1,0
2019,16,173,49,29,40,39,30,39,28,25,16,28,28,24,23,21,5,19,16,13,20,15,13,18,10,17,6,10,10,4,4,16,4,12,9,9,13,8,10,10,2,4,8,6,11,8,5,6,13,4,2,10,5,8,4,5,3,6,3,5,5,2,0,5,3,0,6,2,2,3,2,4,3,1,1,2,0,3,1,0,0,3,1,0
2019,17,247,58,38,41,34,28,26,18,31,54,20,26,30,9,27,28,15,16,9,16,15,16,20,16,12,9,13,13,14,7,13,11,7,4,8,10,8,9,9,7,6,10,5,15,8,4,2,7,9,3,11,4,2,3,4,0,3,2,5,7,4,3,3,5,2,6,8,3,1,1,2,1,1,0,2,3,3,0,0,1,0,2,0
2019,18,195,77,38,45,40,27,39,25,28,26,33,25,29,10,16,17,14,38,17,21,17,13,20,16,11,7,15,14,10,13,18,13,6,8,13,10,13,16,15,8,9,3,15,13,7,7,9,13,10,9,4,2,8,7,6,5,2,2,2,12,2,2,1,2,3,2,6,0,4,1,0,1,2,1,1,2,1,2,0,0,0,0,0
2019,19,250,56,33,30,31,28,33,26,25,26,30,21,13,12,20,23,18,14,8,13,13,15,24,17,11,11,12,11,16,14,14,11,13,9,15,8,9,9,3,4,4,7,6,3,4,5,10,7,10,3,6,4,1,3,2,4,3,5,13,7,5,3,3,7,3,6,4,2,7,2,3,1,0,0,0,3,3,2,1,1,0,1,0
2019,20,250,71,54,48,39,30,29,18,25,18,36,43,15,16,19,16,17,6,16,17,16,15,10,9,11,16,12,17,12,4,7,12,11,3,6,15,9,9,8,1,9,10,5,4,5,8,12,5,8,2,3,7,4,3,3,8,3,4,5,5,3,4,4,1,2,3,2,2,1,1,0,1,0,4,0,0,0,0,1,0,0,1,0
2019,21,223,75,52,28,31,45,26,16,28,40,24,23,29,18,8,12,20,14,13,25,19,14,11,7,11,5,21,13,11,18,11,13,13,6,19,9,7,9,8,6,10,8,9,4,8,5,5,6,8,6,5,4,10,4,3,6,1,2,7,8,5,3,3,2,3,3,2,2,4,2,0,1,2,3,1,2,0,1,0,1,1,1,0
2019,22,275,57,59,39,37,29,38,21,37,20,23,21,28,13,30,10,17,7,18,25,8,23,14,14,9,11,9,13,5,11,14,9,8,12,18,3,10,6,11,6,8,12,6,4,5,7,9,11,5,6,5,4,3,5,5,7,1,4,1,9,3,2,1,6,5,1,4,3,5,1,3,2,1,1,1,2,0,0,0,1,1,0,0
2019,23,245,58,39,41,35,24,30,14,18,30,20,28,19,10,19,13,10,10,19,14,17,28,15,7,11,8,21,11,11,19,11,7,6,4,14,17,9,5,4,12,11,15,7,2,7,5,6,12,14,2,0,7,11,3,4,7,0,7,2,7,4,2,4,1,4,2,1,3,2,2,3,0,1,1,0,3,1,0,0,3,0,1,0
2019,24,221,68,49,37,28,43,37,33,25,35,23,24,27,18,26,26,16,16,17,26,18,12,15,7,15,15,14,15,16,19,17,9,15,7,15,10,6,13,6,9,5,10,6,11,4,8,5,11,5,4,10,4,6,6,10,5,3,1,8,9,2,6,3,3,6,3,2,0,3,1,0,0,3,3,1,0,1,0,0,0,1,0,0
2019,25,253,67,46,31,31,28,31,24,29,30,17,30,25,16,20,17,12,18,23,15,12,14,13,18,10,13,7,11,13,6,14,13,8,9,18,7,8,11,5,9,4,8,13,13,7,11,11,4,8,4,12,11,7,3,4,2,3,3,4,10,5,3,3,4,2,4,5,1,1,2,4,1,0,1,0,1,0,2,3,1,0,0,0
2019,26,201,66,45,22,35,27,26,17,15,25,21,22,22,12,17,19,18,15,10,22,12,10,19,15,10,8,16,11,10,7,19,13,9,9,19,4,9,14,9,6,6,9,10,4,8,10,8,10,6,2,14,4,9,5,5,3,13,4,8,7,6,4,3,1,1,4,13,6,2,0,2,1,2,0,1,1,0,1,1,1,1,0,0
2019,27,191,76,50,33,26,38,26,39,26,21,26,31,22,14,25,14,13,9,16,13,22,19,17,14,16,9,11,11,12,16,12,10,11,10,7,11,10,5,10,10,7,7,9,6,4,5,11,9,7,6,11,6,5,3,1,1,17,6,12,1,2,3,1,1,1,1,1,3,0,1,1,1,1,2,1,2,1,2,2,0,0,0,0
2019,28,220,47,35,33,48,32,35,30,21,32,27,32,23,21,17,17,14,15,19,10,15,20,10,17,18,5,8,18,6,14,11,12,13,7,24,8,7,7,11,4,10,7,7,6,4,12,3,1,4,4,8,14,8,7,3,7,6,5,6,9,1,5,2,5,4,5,7,5,2,1,1,0,1,0,0,3,1,2,0,1,2,2,0
2019,29,210,64,49,30,42,43,33,23,27,25,36,29,31,15,31,27,15,14,13,10,19,10,10,8,7,6,7,19,12,13,9,10,14,5,15,7,6,9,11,3,6,17,2,4,6,8,4,10,7,5,5,8,3,5,4,3,5,5,3,11,3,0,3,3,2,3,1,0,3,1,2,1,2,2,1,2,0,0,0,0,1,1,0
2019,30,183,69,32,34,38,33,40,32,19,37,39,37,22,24,25,11,24,21,13,21,21,22,19,12,14,11,15,18,12,10,13,4,13,7,9,4,8,10,7,10,13,9,4,3,7,4,6,4,8,8,4,5,4,3,2,4,10,5,6,3,0,4,4,4,5,1,2,5,0,1,3,0,4,0,0,6,1,2,0,1,0,1,0
2019,31,245,49,34,30,29,36,34,31,26,28,31,18,21,21,37,28,19,12,17,11,16,15,19,11,7,9,15,9,11,9,11,14,11,11,14,11,11,5,13,6,3,3,5,1,8,4,7,5,3,5,10,6,3,2,8,4,4,2,3,7,1,3,4,1,6,5,6,2,1,3,3,1,1,1,0,2,1,2,0,1,0,0,0
2019,32,205,56,36,32,60,57,24,22,19,43,20,19,15,39,19,27,10,10,9,18,16,6,18,14,12,13,17,15,9,17,12,9,11,11,10,9,10,11,8,7,3,6,8,9,5,7,1,7,7,7,4,8,10,1,4,3,2,1,4,8,3,10,3,3,2,2,10,2,4,2,3,1,0,1,1,1,0,3,0,2,2,0,0
2019,33,228,60,32,36,49,31,31,31,29,22,25,31,32,17,33,17,17,25,19,18,18,10,14,13,7,12,10,11,17,14,17,14,15,9,18,8,8,11,10,9,4,13,11,3,9,7,7,8,13,4,2,6,4,2,3,2,0,0,3,5,4,2,3,1,3,4,2,5,0,0,2,4,2,0,2,1,0,0,4,0,2,0,0
2019,34,212,46,39,31,34,51,43,20,20,42,25,38,31,30,19,19,12,31,10,16,25,28,4,9,16,13,14,11,9,7,10,16,15,13,9,3,9,7,10,7,12,6,11,2,7,4,13,9,3,6,1,8,7,9,8,5,5,3,6,7,2,3,5,3,5,6,4,2,1,2,1,2,0,1,2,6,3,2,0,2,1,3,0
2019,35,244,69,38,31,22,43,52,31,38,27,29,27,27,33,22,20,34,24,17,20,16,20,10,8,14,18,13,12,8,14,18,22,23,20,8,10,9,10,7,7,10,3,9,6,11,19,9,11,12,7,9,8,5,11,6,4,0,8,3,11,3,3,5,4,1,2,4,2,1,2,3,1,0,1,2,0,1,1,1,2,1,3,0
2019,36,227,75,38,33,28,31,35,13,25,25,18,31,32,17,17,20,10,18,8,10,12,26,11,12,10,13,18,7,10,17,15,12,19,10,14,7,8,8,8,8,6,5,7,8,10,3,7,5,13,4,13,8,5,5,7,1,7,2,2,7,3,4,4,0,1,3,2,4,5,5,1,2,0,2,8,2,1,2,0,1,2,0,0
2019,37,244,46,42,42,30,44,28,18,32,27,21,18,28,19,15,21,11,14,8,21,21,28,8,9,11,9,4,14,20,16,17,11,17,10,9,8,8,13,8,5,7,8,7,3,9,4,5,4,7,12,4,8,4,6,5,5,3,0,7,12,2,2,7,5,3,4,6,1,2,3,3,2,1,2,1,1,2,0,1,1,0,0,0
2019,38,242,45,35,42,25,24,30,14,29,33,26,23,23,16,20,13,28,18,14,15,12,15,10,9,11,15,7,11,18,7,13,11,12,6,8,11,16,11,5,6,2,7,7,0,15,2,7,8,9,3,6,4,1,5,7,5,4,3,5,5,3,3,2,4,4,5,5,4,1,1,1,0,3,1,1,1,0,1,2,4,0,1,0
2019,39,246,59,32,27,34,38,34,22,23,33,15,23,20,9,17,13,25,12,14,11,27,13,10,9,18,22,12,17,12,14,13,14,13,21,12,7,18,8,9,10,4,7,3,7,3,4,4,15,12,2,9,3,3,6,1,6,10,4,2,10,7,2,10,2,1,5,3,2,0,0,2,1,2,1,0,3,1,0,1,1,2,0,0
2019,40,220,57,39,22,30,48,36,29,23,36,26,32,32,15,21,17,11,14,4,17,24,13,10,5,13,17,17,10,10,11,17,6,6,12,14,4,15,4,8,7,4,6,11,4,8,5,4,6,9,17,3,1,3,2,4,7,6,5,2,5,3,2,2,3,3,5,0,4,0,2,1,1,1,3,0,0,0,1,1,1,1,0,0
2019,41,221,64,41,40,43,30,29,26,26,35,14,28,37,14,13,16,11,7,7,28,16,21,13,12,7,15,13,8,10,13,11,9,18,14,13,2,16,7,4,3,13,4,11,4,12,7,7,11,7,5,10,9,6,1,6,3,1,2,6,4,2,6,0,1,4,2,0,2,5,3,1,1,2,1,2,0,0,0,0,2,0,0,0
2019,42,220,75,34,29,31,33,33,30,33,37,30,21,24,15,7,23,27,11,12,13,20,19,7,4,13,14,7,13,12,7,16,7,13,4,9,5,19,3,11,8,9,4,8,10,9,7,5,10,6,4,5,7,0,3,9,3,15,3,8,7,3,1,3,2,3,1,2,4,2,0,3,2,2,1,1,2,0,2,2,2,1,0,0
2019,43,206,58,52,28,29,29,38,25,17,33,13,14,33,23,30,22,18,9,10,16,12,14,14,13,6,16,13,24,9,11,15,10,2,7,21,5,13,7,6,7,5,9,11,6,13,2,2,19,10,37,6,2,4,7,8,8,9,3,4,5,2,2,1,2,2,0,2,3,3,1,0,0,1,5,0,0,9,1,0,1,1,1,0
2019,44,240,66,40,37,24,39,23,20,34,41,24,19,27,17,24,21,18,18,6,8,21,15,15,8,12,9,18,10,9,11,11,16,6,14,16,15,6,3,8,7,7,10,8,10,5,7,8,6,3,3,10,4,3,5,4,6,3,4,2,12,7,2,2,0,4,4,1,10,2,0,2,1,3,2,0,0,1,0,0,1,1,0,0
2019,45,211,55,42,32,24,31,12,27,28,19,28,30,21,15,13,20,19,17,7,19,16,14,13,12,16,10,12,11,9,9,11,7,16,8,6,10,12,6,8,7,11,12,8,7,11,2,3,11,10,3,2,4,2,6,1,7,2,3,7,9,0,3,1,3,5,3,2,5,0,0,4,0,0,2,4,1,2,1,0,1,1,1,0
2019,46,214,61,55,31,31,25,31,31,26,43,35,25,37,17,19,23,13,28,10,19,20,8,23,12,8,16,11,16,10,7,12,11,4,10,4,14,19,14,9,8,12,4,3,16,6,3,4,2,5,7,7,6,2,5,7,5,1,5,2,6,1,1,3,0,2,3,3,5,1,4,4,2,2,0,1,0,0,1,0,1,0,1,0
2019,47,201,61,38,36,45,35,24,20,24,34,17,25,29,17,26,15,10,11,18,28,13,16,15,18,15,13,12,18,9,10,11,8,9,6,12,5,10,12,9,7,7,3,13,7,5,7,5,7,1,1,4,3,6,3,7,3,3,6,3,7,2,16,4,0,6,1,1,0,6,1,1,1,5,1,0,3,0,0,0,2,0,1,0
2019,48,210,62,48,36,19,43,35,21,32,37,29,19,29,19,26,18,19,11,15,28,20,26,13,20,8,11,10,5,10,6,19,12,5,6,8,7,18,7,8,8,6,13,9,5,13,6,5,8,4,8,6,1,3,4,9,3,4,4,6,9,4,5,5,2,3,6,3,4,5,4,4,1,2,1,2,5,4,1,3,0,0,0,0
2019,49,223,67,50,31,37,18,36,27,28,31,27,22,20,23,20,24,7,22,8,19,14,7,10,15,12,9,13,9,11,9,11,11,16,5,8,4,9,7,9,5,6,3,8,3,12,5,2,7,7,41,3,8,3,6,4,5,5,5,1,6,0,3,2,0,5,4,3,4,2,1,3,2,0,0,1,0,0,0,0,1,1,0,0
2019,50,190,41,39,38,29,19,23,33,25,25,28,23,17,25,12,19,20,6,17,21,23,19,10,9,7,8,12,5,13,11,9,10,7,9,13,7,7,12,6,7,5,9,8,10,6,10,8,12,6,1,6,6,5,12,2,2,2,6,3,5,1,3,3,3,5,4,2,5,2,0,3,0,1,1,3,1,0,2,0,0,0,0,0
2019,51,244,69,51,25,42,32,32,22,42,28,22,18,44,18,20,23,16,10,15,11,12,13,11,6,17,9,12,12,12,10,8,19,12,10,19,4,11,15,11,2,3,4,6,5,2,8,0,7,4,5,7,1,1,7,5,1,7,7,4,4,6,1,3,3,3,1,3,2,3,2,1,1,2,0,2,3,1,1,2,3,0,0,0
2019,52,150,48,41,33,27,22,27,28,28,20,23,24,19,22,9,21,14,15,7,14,12,21,5,12,20,9,8,10,15,14,12,7,11,6,6,3,8,14,8,6,3,7,4,5,6,6,5,8,2,5,7,5,2,5,15,1,3,4,2,9,4,3,2,0,3,3,3,1,3,0,1,1,0,1,1,1,1,0,1,0,1,0,0
2020,1,144,41,36,17,19,23,15,20,18,6,14,18,12,24,22,12,10,19,9,7,12,16,8,3,11,7,12,11,6,4,3,2,7,8,4,6,7,0,6,4,2,7,2,1,6,0,3,3,4,6,5,4,4,2,8,2,0,2,2,6,0,4,3,1,5,1,1,0,5,1,2,2,2,2,0,1,0,2,0,0,1,0,0
2020,2,211,53,48,29,24,29,28,20,44,23,27,20,20,22,15,28,12,17,16,14,11,12,14,13,9,10,9,10,10,5,9,12,3,7,4,4,14,13,8,8,5,6,11,14,5,7,11,6,3,2,1,6,5,2,4,2,2,3,6,6,2,4,7,3,4,1,5,0,2,0,1,0,3,0,1,3,3,0,0,0,0,0,0
2020,3,207,58,31,27,32,35,24,22,45,33,33,27,18,60,15,24,11,10,14,19,10,19,6,13,15,7,13,13,4,13,12,6,8,12,8,5,13,8,6,3,6,8,10,2,2,6,10,4,1,5,1,6,5,5,4,14,6,2,2,6,3,4,2,2,3,4,0,1,2,5,2,2,1,3,1,0,1,1,0,0,0,1,0
2020,4,190,69,44,31,35,38,28,23,21,24,32,19,11,14,16,22,16,12,15,12,22,37,15,15,9,20,9,14,8,14,4,6,11,8,8,9,12,12,7,7,18,4,3,6,9,5,10,8,5,2,1,7,1,7,1,14,14,4,3,12,3,1,1,0,8,3,5,3,0,1,1,1,1,1,4,0,1,0,1,0,0,0,0
2020,5,210,55,34,26,42,29,23,31,27,27,18,33,16,22,23,10,12,14,14,20,10,16,18,10,10,10,11,16,10,21,11,6,10,9,5,14,18,4,4,12,6,10,12,12,12,3,9,4,6,8,2,3,5,3,2,4,6,4,4,6,2,1,3,2,6,1,3,1,10,1,1,3,0,0,0,2,1,2,0,1,1,0,0
2020,6,205,69,47,20,40,32,30,24,29,32,26,26,21,13,10,24,11,13,19,15,19,18,17,14,6,7,16,13,7,12,10,15,12,5,5,7,10,20,8,1,3,4,6,5,11,6,4,8,7,9,6,4,1,4,3,3,11,3,5,10,8,2,4,4,8,5,1,1,4,0,3,6,1,3,1,1,1,3,0,0,1,1,0
2020,7,200,68,52,51,27,31,32,32,28,39,18,19,14,16,13,12,14,11,10,17,12,19,13,23,13,18,14,13,22,11,12,13,9,12,4,4,14,7,6,11,7,8,9,3,9,7,6,9,11,1,4,7,9,7,3,4,3,4,2,2,2,3,4,0,2,3,2,4,4,2,3,2,3,0,0,5,0,0,0,4,1,1,0
2020,8,192,85,43,38,36,25,28,19,29,24,24,32,20,13,9,12,16,13,20,9,24,19,15,33,15,13,9,7,17,14,9,10,10,23,15,7,7,8,11,11,11,9,5,7,5,4,10,6,3,0,5,7,7,3,5,3,6,5,3,7,6,2,0,2,2,2,1,0,4,0,0,2,1,1,1,2,0,0,0,0,0,1,0
2020,9,196,62,35,33,29,34,43,29,33,26,28,21,18,14,20,25,20,9,18,19,19,14,16,23,12,5,9,5,12,13,9,8,6,11,9,14,10,12,10,5,11,8,10,5,7,8,8,5,3,41,4,3,5,3,1,7,4,7,1,6,2,2,4,2,0,7,5,3,4,2,2,2,0,1,0,0,2,0,1,1,0,1,0
2020,10,188,74,34,26,28,37,48,28,37,28,44,18,9,8,22,15,23,9,23,18,10,13,14,22,11,7,25,9,8,14,6,9,16,11,4,13,8,7,7,7,7,4,16,9,4,3,11,6,9,6,10,6,6,3,1,6,3,3,3,8,4,4,2,2,1,1,5,3,0,0,1,6,0,1,0,3,4,0,0,1,3,0,0
2020,11,174,65,40,28,25,20,21,29,31,26,18,33,20,21,27,14,9,7,21,14,19,20,13,19,6,6,13,12,12,9,9,9,9,10,9,7,10,7,5,20,2,7,2,9,5,6,5,2,7,8,3,4,3,4,3,1,4,1,2,3,1,5,3,4,1,1,5,2,5,1,3,1,0,0,3,1,2,1,0,0,0,0,0
2020,12,133,48,29,28,17,19,22,11,21,11,15,23,10,7,13,12,16,6,17,14,24,21,4,13,4,8,11,20,7,4,8,11,5,14,5,1,9,9,7,11,2,2,3,5,6,3,4,8,1,1,3,1,1,3,4,3,3,2,4,3,1,4,3,0,5,0,4,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2020,13,86,30,26,20,7,22,19,10,12,9,10,24,7,13,13,6,16,3,3,10,20,6,4,7,4,3,3,8,13,6,3,14,4,7,1,7,4,3,1,5,6,4,1,4,2,0,2,3,4,3,4,2,0,1,7,1,0,3,3,3,1,2,1,0,0,1,14,1,4,0,1,2,0,0,1,0,1,0,1,0,2,0,0
2020,14,97,45,21,15,17,20,20,14,12,14,10,5,11,8,8,7,9,6,3,13,9,4,8,8,1,3,4,9,10,5,8,13,6,4,4,2,5,2,4,4,2,6,1,11,6,2,2,4,4,3,1,3,2,2,4,2,1,1,0,3,1,2,1,3,1,1,6,1,2,1,1,2,0,2,0,0,1,1,0,0,2,2,0
2020,15,55,24,23,15,8,17,7,9,10,4,9,11,10,5,7,7,12,6,4,3,16,5,4,2,5,4,3,7,6,7,5,7,5,4,4,4,3,3,6,7,6,8,5,2,5,1,2,1,3,1,0,0,2,2,1,2,0,1,1,3,2,0,3,0,0,1,1,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2020,16,85,64,27,24,14,22,13,15,19,7,18,13,11,7,9,7,8,3,8,9,10,12,3,3,8,7,6,13,8,8,4,8,2,4,2,3,1,5,8,3,3,7,3,3,2,3,2,3,1,2,3,1,3,1,3,2,4,2,1,1,7,1,0,2,1,2,0,0,0,1,0,2,0,1,0,0,3,0,0,1,0,1,0
2020,17,98,44,26,16,10,18,20,7,12,15,14,13,12,10,6,9,20,5,7,18,9,10,12,9,2,5,3,16,9,3,4,9,5,5,6,3,6,5,3,4,1,4,2,2,3,3,5,1,5,2,3,5,1,0,1,0,0,3,1,6,0,5,2,2,3,1,1,0,2,0,0,0,1,3,0,0,4,0,1,0,1,0,0
2020,18,116,36,29,11,15,23,16,8,27,5,12,10,15,8,8,11,19,6,8,7,9,6,6,4,2,8,5,7,9,8,5,6,7,3,7,2,10,2,4,8,3,5,10,2,6,3,5,2,5,0,5,7,3,0,1,1,2,0,1,3,3,2,4,3,0,2,0,0,2,0,0,1,1,0,0,0,2,0,1,0,0,0,0
2020,19,115,49,24,25,21,10,31,19,24,12,16,22,19,8,9,7,14,11,3,8,19,6,10,3,6,9,11,6,4,7,4,9,4,4,4,8,5,4,6,5,5,7,4,2,11,10,4,7,3,1,6,3,0,3,0,2,2,3,2,7,1,4,3,1,4,2,2,1,2,2,0,1,0,0,0,0,1,2,0,0,1,0,0
2020,20,130,56,29,20,18,24,29,25,23,2,16,23,14,8,7,6,13,8,8,9,15,7,8,11,8,7,10,6,11,4,9,7,4,7,5,3,6,7,2,5,3,4,1,2,10,1,5,3,1,2,1,6,2,2,1,2,1,1,2,1,5,5,4,0,1,2,6,0,3,1,0,0,1,0,1,0,3,0,0,0,0,0,0
2020,21,110,40,21,12,10,22,19,26,26,11,17,17,13,11,6,6,17,7,5,9,12,3,11,12,4,8,16,11,12,6,6,2,8,8,3,2,5,3,5,7,2,2,7,5,4,2,3,3,1,3,5,1,3,2,3,5,0,2,1,6,2,5,2,8,5,2,2,1,1,0,0,3,0,0,0,1,1,1,2,2,0,2,0
2020,22,116,39,22,12,16,21,22,20,20,7,8,17,9,8,13,16,14,3,3,12,1,12,8,9,7,7,11,6,9,4,7,7,6,6,2,6,11,10,2,8,7,4,3,6,1,3,3,4,2,0,7,1,4,1,2,1,0,3,2,2,4,1,2,4,2,1,0,0,4,0,0,2,0,0,1,0,0,1,0,0,0,1,0
2020,23,108,46,15,11,6,23,30,25,34,15,15,17,13,16,9,15,17,4,10,6,21,11,6,8,4,8,10,15,7,6,12,6,3,5,2,5,3,3,2,5,2,6,1,3,9,1,1,0,5,0,6,5,5,4,1,0,2,8,6,6,1,0,1,3,1,1,3,5,2,1,1,1,1,0,0,0,2,1,0,3,0,1,0
2020,24,118,45,15,8,20,20,19,20,14,9,20,17,10,6,12,23,10,5,7,9,13,10,5,5,7,6,12,7,11,5,8,4,0,7,5,6,7,1,2,3,3,4,2,7,4,10,5,7,1,2,5,4,2,6,0,1,2,1,4,3,2,2,2,5,1,0,0,1,1,1,4,3,0,2,2,1,0,0,0,0,0,1,0
2020,25,111,44,33,17,13,13,19,14,19,5,15,5,12,14,4,12,11,1,6,8,16,12,3,9,4,2,9,21,9,2,5,3,2,12,1,3,7,2,5,5,3,6,1,10,5,8,1,9,1,0,7,0,2,3,1,2,6,1,1,1,1,9,3,0,1,2,0,2,1,0,0,1,0,1,0,0,4,1,0,0,0,0,0
